source,source_id,title,summary,s_category,provider,region,target_group,target_tags,target_age,target_age_min,target_age_max,target_detail,income_condition,startup_stage,support_type,apply_start,apply_end,additional_conditions,required_documents,application_method,detail_url,_scope,_scope_reason,norm_title,norm_provider,norm_period,category,subcategory
kst,177278,2026년 벤처나라 벤처창업기업제품 등록 지원제도 기관 추천 희망 기업 모집,"조달청에서 추진하고 있는 벤처나라 ‘벤처창업기업제품’ 등록 지원제도와 관련하여
공공조달시장 진출을 희망하는 스타트업과 벤처기업을 모집하고 있사오니 많은 관심과 참여 바랍니다.",시설/공간,민간,서울,일반기업,"기업,초기창업기업","만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",,,서울시 소재 벤처기업 또는 창업 7년 이내 스타트업,,7년미만,시설ㆍ공간ㆍ보육,20260303,20261215,,,"온라인 접수: https://www.startup-plus.kr/project/PRJ006510
이메일 접수: None
팩스 접수: None
우편 접수: None
방문 접수: None
기타 접수: None",https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177278,main,primary,2026년벤처나라벤처창업기업제품등록지원제도기관추천희망기업모집,민간,20260303~20261215,시설ㆍ공간ㆍ보육,시설ㆍ공간ㆍ보육
kst,177277,충청권 엔젤투자 허브 운영지원,"『충청권 엔젤투자 피칭룸』은 한국엔젤투자협회에서 충청 소재(대전·세종·충남·충북)의 스타트업의 투자유치를 지원하는 투자 상담 프로그램입니다.
투자유치에 관심있으신 충청 소재 스타트업 대표님들의 많은 관심과 참여 부탁드립니다.",교육/멘토링,민간,대전,"대학생,일반인,대학,연구기관,일반기업,1인 창조기업","기업,청년,초기창업기업","만 20세 이상 ~ 만 39세 이하,만 40세 이상",,,"- 대전/세종/충남/충북에 소재하는 기업
※ 연구소 및 지사가 충청권에 해당하는 경우 신청이 가능합니다.
※ 다양한 기업의 수혜를 위하여, 동일 기업은 반기별 1회 신청 가능합니다.",,"예비창업자,1년미만,2년미만,3년미만,5년미만,7년미만",멘토링ㆍ컨설팅ㆍ교육,20260420,20260504,,,"온라인 접수: https://www.kban.or.kr/jsp/ext/mrt/angelTalkTalk.jsp
이메일 접수: None
팩스 접수: None
우편 접수: None
방문 접수: None
기타 접수: None",https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177277,main,primary,충청권엔젤투자허브운영지원,민간,20260420~20260504,멘토링ㆍ컨설팅ㆍ교육,멘토링ㆍ컨설팅ㆍ교육
kst,177276,2026 중소기업 해외시장 홍보판촉 지원사업(호주),"논산시에서 주관하고 ( 재 ) 충남창조경제혁신센터에서 운영하는 「 2026 년 중소기업 해외시장 홍보판촉 지원사업 」 에 참가할 기업을 다음과 같이 공고하오니 , 
관심 있는 기업들의 많은 신청 바랍니다 .",판로/수출,공공기관,충남,"청소년,대학생,일반인,대학,연구기관,일반기업,1인 창조기업","기업,중소기업,청년,초기창업기업","만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",,,"모집대상: 논산시 소재 수출 희망기업 5개사(기업당 2개 품목)

 모집분야: 식품, 생활소비재 등",,"예비창업자,1년미만,2년미만,3년미만,5년미만,7년미만,10년미만",판로ㆍ해외진출,20260417,20260505,,,"온라인 접수: None
이메일 접수: 72DKePpf7GmG+zChGBPJLyF3jJ+6/7bVHkZomczobXY=
팩스 접수: None
우편 접수: None
방문 접수: None
기타 접수: None",https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177276,main,primary,2026중소기업해외시장홍보판촉지원사업호주,공공기관,20260417~20260505,판로ㆍ해외진출,판로ㆍ해외진출
kst,177275,충주 바이오헬스산업 협의체  회원 모집 공고,충주 바이오헬스산업의 지속적 발전과 협력 기반 강화를 위해 산·학·연·관 전문가가 참여하는 협의체를 구성하고자 회원을 다음과 같이 모집하오니 많은 관심과 참여 바랍니다.,행사/네트워크,공공기관,전국,"청소년,대학생,일반인,대학,연구기관,일반기업,1인 창조기업","기업,청년,초기창업기업","만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",,,"기업, 기관, 대학 등 충주 바이오헬스산업 유관기관 관계자
※ 협의체 운영에 기여 가능한 관외 유관기관 관계자 포함",,"예비창업자,1년미만,2년미만,3년미만,5년미만,7년미만,10년미만",행사ㆍ네트워크,20260417,20261231,,,"온라인 접수: None
이메일 접수: oeORxsIb+ZZcBB1bQ0iIoyL+2YQTfsyb3vS2umTGukI=
팩스 접수: 043-852-2899
우편 접수: None
방문 접수: 충청북도 충주시 목행산단7로 1 사무동 2층 북부권혁신지원센터
기타 접수: None",https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177275,main,primary,충주바이오헬스산업협의체회원모집공고,공공기관,20260417~20261231,행사ㆍ네트워크,행사ㆍ네트워크
kst,177274,2026년 충주시 바이오헬스기업 창업·성장 지원사업 모집 공고,충주시 바이오헬스분야 기업 경쟁력 강화를 통해 바이오헬스 산업 생태계 구축을 위하여 「2026년 충주시 바이오헬스기업 창업‧성장 지원사업」지원 기업 모집을 아래와 같이 공고하오니 지원을 희망하는 기업은 관련 절차에 따라 신청하여 주시기 바랍니다.,창업,공공기관,전국,"일반기업,1인 창조기업","기업,초기창업기업","만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",,,충주시 소재 및 이전 예정 바이오헬스분야 기업(세부 지원대상 공고문 참고),,"1년미만,2년미만,3년미만,5년미만,7년미만,10년미만",사업화,20260417,20260528,,,"온라인 접수: None
이메일 접수: oeORxsIb+ZZcBB1bQ0iIoyL+2YQTfsyb3vS2umTGukI=
팩스 접수: None
우편 접수: None
방문 접수: 충청북도 충주시 목행산단7로 1 사무동 2층 북부권혁신지원센터
기타 접수: None",https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177274,main,primary,2026년충주시바이오헬스기업창업성장지원사업모집공고,공공기관,20260417~20260528,사업화,사업화
kst,177272,세종시설관리공단 거브테크 오픈이노베이션 참여 스타트업 모집공고,"세종창조경제혁신센터는 세종시설관리공단과 창업기업 간의 기술 기반 협업(PoC)을 통해 공공문제를 해결하고, 혁신기술의 시장 진출 및 스케일업을 지원하기 위하여「세종 거브테크 오픈이노베이션 프로그램」에 참여할 창업기업을 다음과 같이 모집하오니 많은 관심과 참여를 바랍니다.",창업,공공기관,전국,"청소년,대학생,일반인,대학,연구기관,일반기업,1인 창조기업","기업,스타트업,청년,초기창업기업","만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",,,"공고일 기준 창업 후 7년 미만 기술창업기업 / 전국 소재
 * 관외 기업의 경우 세종시로 본점, 지사, 연구소, 공장 중 하나 이상을 협약 종료일 이전까지 이전 할 경우 지원 가능
 * 초격차 10대 분야(시스템반도체, 바이오·헬스, 미래모빌리티, 친환경에너지, 로봇, AI·빅데이터, 
     사이버보안·네트워크, 우주항공·해양, 차세대원전, 양자기술)는 10년까지 가능",,"예비창업자,1년미만,2년미만,3년미만,5년미만,7년미만,10년미만",사업화,20260416,20260506,,,"온라인 접수: None
이메일 접수: P6TdxlfslgL3Zc3asHA6dw==
팩스 접수: None
우편 접수: None
방문 접수: None
기타 접수: None",https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177272,main,primary,세종시설관리공단거브테크오픈이노베이션참여스타트업모집공고,공공기관,20260416~20260506,사업화,사업화
kst,177271,[무료 마케팅] 2026년 성공적인 마케팅을 위한 매출상승 사례 세미나,[무료 마케팅] 2026년 성공적인 마케팅을 위한 매출상승 사례 세미나 참여자 모집,창업,민간,전국,"대학생,일반인,대학,연구기관,일반기업,1인 창조기업","기업,청년,초기창업기업","만 20세 이상 ~ 만 39세 이하,만 40세 이상",,,"중소기업, 스타트업, 소상공인,사업구상자 참석가능",,"예비창업자,1년미만,2년미만,3년미만,5년미만,7년미만,10년미만",창업교육,20260418,20260422,,,"온라인 접수: https://adsld.link/leader0220
이메일 접수: None
팩스 접수: None
우편 접수: None
방문 접수: None
기타 접수: None",https://www.k-startup.go.kr/web/contents/bizpbanc-deadline.do?schM=view&pbancSn=177271,main,primary,무료마케팅2026년성공적인마케팅을위한매출상승사례세미나,민간,20260418~20260422,창업교육,창업교육
kst,177270,dcamp Startup OI Tokyo #K-Contents,"일본 대형 게임사 코로프라(Colopl)와 함께 일본 시장의 문을 열 K-콘텐츠 및 테크 스타트업을 모집합니다. 이번 프로그램은 단순한 기업 소개를 넘어 Sega Sammy, Genda 등 일본 대표 기업들과의 실질적인 사업 협업(PoC)과 투자 기회를 발굴하는 데 집중합니다.
오는 6월 도쿄 현지에서 진행되는 'Private Pitching'을 통해 일본 대기업 파트너사와 1:1로 매칭되어 공동 사업 기획을 검토할 수 있습니다. 상용화된 제품이나 IP를 보유하고 일본 시장 진출을 꿈꾸는 팀이라면, 이번 기회를 통해 현지 파트너십을 구축하고 글로벌 비즈니스를 본격화해 보시기 바랍니다.",판로/수출,민간,전국,일반기업,기업,"만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",,,"• 일본 현지 기업과의 실질적인 파트너십 구축을 희망하는 스타트업
• 단순 기획 단계를 넘어 시연 가능한 최소 기능 제품(MVP) 또는 상용화된 제품·서비스를 보유한 팀
• 비즈니스 수준의 일본어 발표가 가능하거나 전담 통역 등을 통해 적극적인 소통 의지가 있는 팀",,"1년미만,2년미만,3년미만,5년미만,7년미만,10년미만",판로ㆍ해외진출,20260330,20260421,,,"온라인 접수: https://dub.sh/dGjR1Hw
이메일 접수: None
팩스 접수: None
우편 접수: None
방문 접수: None
기타 접수: None",https://www.k-startup.go.kr/web/contents/bizpbanc-deadline.do?schM=view&pbancSn=177270,main,primary,dcampstartupoitokyokcontents,민간,20260330~20260421,판로ㆍ해외진출,판로ㆍ해외진출
kst,177269,IBK 창공 Silicon Valley 4기,"IBK기업은행과 500 Global이 공동 운영하는 미국 진출 지원 프로그램으로, 국내에서 PMF와 초기 트랙션을 확보한 스타트업이 서울 4주, 실리콘밸리 8주 동안 미국 시장 진출 전략을 구체화하고 현지 실행까지 경험할 수 있도록 지원함.",판로/수출,민간,전국,"청소년,대학생,일반인,대학,연구기관,일반기업,1인 창조기업","기업,청년,초기창업기업","만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",,,"•  Seed ~ Pre-Series A 단계 
•  미국 진출을 준비 중이거나, 현지 전략 고도화가 필요한 팀",,"예비창업자,1년미만,2년미만,3년미만,5년미만,7년미만",글로벌,20260417,20260701,,,"온라인 접수: be.500.co/ibkchanggongsv-b4-ecosystempartners
이메일 접수: m2AvFxEgbW4/h3OA9qyk5y90c8cBnvr1xQPwzOS5K6Y=
팩스 접수: None
우편 접수: None
방문 접수: None
기타 접수: None",https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177269,main,primary,ibk창공siliconvalley4기,민간,20260417~20260701,글로벌,글로벌
kst,177268,(대전센터) 2026년 제3회 제대군인 창업 워크숍 개최 안내,창업 준비에 필요한 다양한 정보를 창업 유형별 전문가의 현장 강의를 통해 통합 제공함으로써 창업 준비가 열악한 제대군인의 창업 추진 역량 강화를 위해 다음과 같이 안내하오니 참여를 희망하는 분께서는 안내에 따라 신청해 주시기 바랍니다.,창업,공공기관,대전,"일반인,일반기업,1인 창조기업","기업,초기창업기업","만 20세 이상 ~ 만 39세 이하,만 40세 이상",,,"1. 5년 이상 중·장기복무 제대(예정) 군인
2. 의무복무 제대군인 중 전역 후 3년 이내의 취업맞춤특기병, 저소득·모범장병, 등급미달 경상이자",,"예비창업자,1년미만,2년미만,3년미만,5년미만,7년미만,10년미만",창업교육,20260417,20260518,,,"온라인 접수: https://vnet.go.kr/esta/EstaLcr002D.do?idx=5622
이메일 접수: nKZY5DH9GBm04DZOFi2NN9TLGul0HynbxDIWZEX5/Zo=
팩스 접수: None
우편 접수: None
방문 접수: None
기타 접수: 담당자 유선 연락을 통한 교육 신청(044-202-5732)",https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177268,main,primary,대전센터2026년제3회제대군인창업워크숍개최안내,공공기관,20260417~20260518,창업교육,창업교육
kst,177267,2026년 의왕시 모두의 창업 설명회 및 사업계획서 전략교육,"의왕시 1인 창조기업지원센터에서는 의왕시 관내/외 예비창업자와 초기창업자를 위한 '2026년 모두의 창업' 설명회를 지원하며, 사업계획서 전략교육을 운영하고자 합니다.
모두의 도전을 위해 의왕시는 참여기업을 대상으로, 의왕시 창업지원 서비스를 안내하며 창업자와의 네트워킹을 통해 잠재력있는 기업을 발굴하고자 합니다.
많은 관심 바랍니다.",교육/멘토링,공공기관,전국,"청소년,대학생,일반인,대학,연구기관,일반기업,1인 창조기업","기업,예비창업자,청년,초기창업기업","만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",,,의왕시 관내/외 예비창업자 및 3년이내 초기창업기업,,"예비창업자,1년미만,2년미만,3년미만",멘토링ㆍ컨설팅ㆍ교육,20260420,20260429,,,"온라인 접수: https://forms.gle/ni7YPDGVci1GEyLS8
이메일 접수: None
팩스 접수: None
우편 접수: None
방문 접수: None
기타 접수: None",https://www.k-startup.go.kr/web/contents/bizpbanc-deadline.do?schM=view&pbancSn=177267,main,primary,2026년의왕시모두의창업설명회및사업계획서전략교육,공공기관,20260420~20260429,멘토링ㆍ컨설팅ㆍ교육,멘토링ㆍ컨설팅ㆍ교육
kst,177266,[서울핀테크랩] Korea Financial Innovation Program 2026 오프라인 세션,서울핀테크랩에서 Korea Financial Innovation Program 2026 오프라인 세션을 진행하오니 많은 관심 부탁드리겠습니다.,교육/멘토링,지자체,전국,"청소년,대학생,일반인,대학,연구기관,일반기업,1인 창조기업","기업,누구나,청년,초기창업기업","만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",,,*신청대상: 블록체인에 관신있는 누구나,,"예비창업자,1년미만,2년미만,3년미만,5년미만,7년미만,10년미만",멘토링ㆍ컨설팅ㆍ교육,20260410,20260422,,,"온라인 접수: https://luma.com/46atp8hi?tk=ybOi82
이메일 접수: None
팩스 접수: None
우편 접수: None
방문 접수: None
기타 접수: None",https://www.k-startup.go.kr/web/contents/bizpbanc-deadline.do?schM=view&pbancSn=177266,main,primary,서울핀테크랩koreafinancialinnovationprogram2026오프라인세션,지자체,20260410~20260422,멘토링ㆍ컨설팅ㆍ교육,멘토링ㆍ컨설팅ㆍ교육
kst,177265,『2026년 공공기술기반 시장연계 창업탐색 지원사업』 글로벌 경진대회 참가기업 모집,"에스아이디파트너스(주)는 공공기술기반 시장연계 창업탐색 지원사업에 참여한 창업팀이 보유한 혁신 기술의 글로벌 시장 진출 및 성장동력 확보를 지원하고자 글로벌 진출을 희망하는 창업기업들을 모집하오니, 많은 관심과 적극적인 참여를 바랍니다.",판로/수출,민간,전국,일반기업,기업,"만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",,,"공공기술기반 시장연계 창업탐색 지원사업에 참여한 창업기업* 가운데 글로벌 진출역량과 의사가 있고, 상용화 가능한 제품이나 서비스를 보유하고 있는 글로벌 역량을 보유한 기업**

 * 창업후 7년 이내 기업(단, 딥테크분야는 10년이내), 전담인력 중 최소1인 이상 영어 능통자 보유

 ** 우대사항 : 글로벌 진출 이력(수출, 해외투자, 해외법인 등) 또는 경험(글로벌 전시회, 해외 수상 등)을 보유한 기업",,"예비창업자,1년미만,2년미만,3년미만,5년미만,7년미만,10년미만",글로벌,20260420,20260508,,,"온라인 접수: https://m.site.naver.com/24Zk5
이메일 접수: None
팩스 접수: None
우편 접수: None
방문 접수: None
기타 접수: None",https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177265,main,primary,2026년공공기술기반시장연계창업탐색지원사업글로벌경진대회참가기업모집,민간,20260420~20260508,글로벌,글로벌
kst,177264,2026년 서울시50플러스재단 공유사무실 입주기업 모집(2차),서울특별시가 중장년 통합지원정책을 추진하기 위해 설립한 서울시50플러스재단이 운영하는 공유사무실에 입주할 우수기업을 모집합니다. 유망 창업아이템 및 기술을 보유한 중장년 (예비)창업기업의 많은 관심과 참여 바랍니다.,시설/공간,공공기관,서울,"일반인,일반기업,1인 창조기업","기업,초기창업기업",만 40세 이상,40,,"서울 거주 또는 사업장 소재지가 서울인 40~64세 중장년 (예비)창업기업

- 서울시50플러스재단이 운영하는 공유사무실에 입주가능 최대연한(3년)의 기간 동안 입주경력이 있는 경우
- 중소기업창업지원법 시행령 제4조(창업에서 제외되는 업종)에 의거 지원이 불가능한 업종
- 금융기관 등으로부터 채무불이행으로 규제중인 자 또는 국세 또는 지방세를 체납중인 자(대표자), 또는 기업
- 기타 법령 등에서 창업지원의 제한 사유가 있다고 인정하는 자(대표자) 또는 기업",,"예비창업자,1년미만,2년미만,3년미만,5년미만,7년미만",시설ㆍ공간ㆍ보육,20260415,20260508,,,"온라인 접수: https://www.50plus.or.kr/in_appView.do?ANN_NO=1418
이메일 접수: None
팩스 접수: None
우편 접수: None
방문 접수: None
기타 접수: None",https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177264,main,primary,2026년서울시50플러스재단공유사무실입주기업모집2차,공공기관,20260415~20260508,시설ㆍ공간ㆍ보육,시설ㆍ공간ㆍ보육
kst,177263,2026년도 「인천 유니브-엑스(Univ. X)」 참여기업 모집 공고,인천광역시와 재단법인 인천테크노파크는 IGC 입주대학 본교 연구진과의 기술 검증 및 글로벌 표준 부합성 확인을 통한 기술 공신력 확보 지원 프로그램인 「2026년 인천 유니브-엑스(Univ. X)」사업에 참여할 기업을 선발하고자 하오니 많은 신청 바랍니다.,판로/수출,공공기관,인천,일반기업,기업,"만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",,,"북미 시장 진출을 희망하는 디지털 분야 기술혁신기업
  ㅇ 인천 관내 본사를 둔 AI 등 디지털 분야(TRL 5단계 이상)의 원천기술을 보유한 기업
  ㅇ 북미 대학의 특화 인프라를 활용한 기술 검증 등을 통해 조기 상용화와 공신력 확보를 희망하는 디지털 분야 기술혁신기업
  ㅇ 본 프로그램으로 추진하는 전체 일정(국내·현지)에 성실한 참여가 가능한 기업

ㅇ 정부지원 사업 참여 제한기업 및 채무 불이행, 경영부실 등으로 정상적인 사업수행이 어렵다고 판단되는 기업
  ㅇ 국세, 지방세 체납 기업(공고 마감일 기준)
  ㅇ 타인의 아이템 및 기술 등을 모방하거나 도용 시 선발 제외",,"1년미만,2년미만,3년미만,5년미만,7년미만,10년미만",글로벌,20260408,20260427,,,"온라인 접수: https://bizok.incheon.go.kr/open_content/support.do?act=detail&policyno=6907
이메일 접수: None
팩스 접수: None
우편 접수: None
방문 접수: None
기타 접수: None",https://www.k-startup.go.kr/web/contents/bizpbanc-deadline.do?schM=view&pbancSn=177263,main,primary,2026년도인천유니브엑스univx참여기업모집공고,공공기관,20260408~20260427,글로벌,글로벌
kst,177262,「2026년 인천 라이즈업」참여기업 모집공고,인천광역시와 인천테크노파크에서는 인천지역 내 디지털 혁신기업의 성공적 미국 시장 진출을 위한 현지화 프로그램을 지원하는「2026년 인천 라이즈업」사업에 참여할 기업을 선발하고자 하오니 많은 신청 바랍니다.,판로/수출,공공기관,인천,일반기업,기업,"만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",,,"북미 시장 진출을 희망하는 디지털 분야 기술혁신기업
  ㅇ 인천 관내 본사를 둔 글로벌 진출 제품 ‧ 서비스 보유 디지털 분야 기술혁신기업 ※ 관외 기업은 선정 후 60일 이내 관내 본사 이전 필수
  ㅇ 본 프로그램으로 추진하는 전체 일정(국내·현지)에 성실한 참여가 가능한 기업

ㅇ 인천 라이즈업(기존 Scale-up, 글로벌 현지화 챌린지) 북미진출지원 최종 수혜기업 제외
  ㅇ 정부지원 사업 참여 제한기업 및 채무 불이행, 경영부실 등으로 정상적인 사업수행이 어렵다고 판단되는 기업
  ㅇ 국세, 지방세 체납 기업(공고 마감일 기준)
  ㅇ 타인의 아이템 및 기술 등을 모방하거나 도용 시 선발 제외",,"1년미만,2년미만,3년미만,5년미만,7년미만,10년미만",글로벌,20260427,20260427,,,"온라인 접수: https://bizok.incheon.go.kr/open_content/support.do?act=detail&policyno=6886
이메일 접수: None
팩스 접수: None
우편 접수: None
방문 접수: None
기타 접수: None",https://www.k-startup.go.kr/web/contents/bizpbanc-deadline.do?schM=view&pbancSn=177262,main,primary,2026년인천라이즈업참여기업모집공고,공공기관,20260427~20260427,글로벌,글로벌
kst,177261,2026년 '인천 라이징스타 6기' 글로벌 스케일업 프로그램 지원기업 모집 공고,재단법인 인천테크노파크는 인천 지역 액셀러레이터와 협력하여 글로벌 시장 진출을 지원하는 ‘인천 라이징스타 6기’ 지원기업을 선발하오니 관내 유망 디지털 분야 기술혁신기업의 많은 관심과 신청 바랍니다.,판로/수출,공공기관,인천,일반기업,기업,"만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",,,"글로벌 진출을 목표로 하는 인천 소재 디지털 혁신기업(법인사업자)
  ㅇ 제품 및 서비스가 상용화되었거나 매출이 발생한 인천 기업(업력 무관)
  ㅇ 인천 외 지역 기업일 경우, 선정 후 2개월 이내 본점 이전 필수

ㅇ 국세, 지방세 체납 기업(공고 마감일 기준)
  ㅇ 2021년 ~ 2025년 라이징스타 참여기업
  ㅇ 타인의 아이템 및 기술 등을 모방하거나 도용 시 선발 제외",,"1년미만,2년미만,3년미만,5년미만,7년미만,10년미만",글로벌,20260416,20260429,,,"온라인 접수: https://itp.or.kr/intro.asp?tmid=13&seq=10628
이메일 접수: None
팩스 접수: None
우편 접수: None
방문 접수: None
기타 접수: None",https://www.k-startup.go.kr/web/contents/bizpbanc-deadline.do?schM=view&pbancSn=177261,main,primary,2026년인천라이징스타6기글로벌스케일업프로그램지원기업모집공고,공공기관,20260416~20260429,글로벌,글로벌
kst,177260,2026년 과학기술 창업경진대회 공고 「올해의 K-스타트업 2026 연구자리그 연계」,"2026년 과학기술 창업경진대회(올해의 K-스타트업 2026 연구자리그 연계)의 참가자(팀) 모집을 위해 다음과 같이 공고하오니, (예비)창업자분들의 많은 참여 바랍니다.",행사/네트워크,공공기관,전국,"청소년,대학생,일반인,대학,연구기관,일반기업,1인 창조기업","기업,스타트업,예비창업자,청년,초기창업기업","만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",,,"1) (창업트랙) 대학·과기특성화대, 출연(연) 등 보유한 공공 연구성과를 기반으로 한 공고일 기준 3년 이내 초기 실험실 창업기업

2) (예비창업트랙) 대학·과기특성화대, 출연(연) 등 보유한 공공 연구성과를 기반으로 한 공고일 기준 사업자등록을 하지 않은 예비창업팀
   ※ 창업트랙과 예비창업트랙을 구분하여 모집 및 선발

< 참가 제외 요건 >

① 타인의 특허, 실용신안 등 지식재산권을 침해한 사실이 있거나 침해 관련 소송 등의 재판 진행중인 자(기업) 또는 아이템
② 「중소기업창업 지원법」 시행령 제4조에 따라 창업에서 제외되는 업종과 사행성 및 환경오염 유발 등 반사회적 성격의 창업 아이템
③ 부처통합 창업경진대회 “도전! K-스타트업 왕중왕전 2016 ~ 2025” 기 수상자(팀원 포함) 또는 수상 아이템(특별상 수상자 제외)
④ 통합공고일 기준 동일 또는 유사한 아이템으로 최근 3년간(2023~2025) 他 창업경진대회를 통해 누적 상금 3천만원 이상 받은 자(팀)
 - 他 창업경진대회는 민간·공공·대학에서 주최한 모든 ‘창업경진대회’와 ‘창업 아이디어 공모전’을 포함
 - 상금은 ‘기타소득’으로 한정하며, 기술개발, 실증 등 사업화 목적의 지원금과는 별개
 - 예비창업팀의 경우 ‘팀장’(팀원제외), 창업팀의 경우 ‘대표자’와 ‘창업기업’ 수상 내역 확인
⑤ 공고일 기준 누적 투자유치 금액 30억 원을 초과한 팀(기업)
⑥ 창업트랙의 경우 아래 프로그램에 동일·유사한 아이템으로 진출한 자(팀)은 중복 참여 불가
 -  올해의 K-스타트업 2026? 타부처(중기부, 교육부, 문체부 등) 리그
 -  2026년 행정안전부 주최 「범정부 공공데이터 활용 창업경진대회」 통합본선",,"예비창업자,3년미만",행사ㆍ네트워크,20260416,20260513,,,"온라인 접수: None
이메일 접수: wwAjijpFYR7S76mZPP3+dA==
팩스 접수: None
우편 접수: None
방문 접수: None
기타 접수: None",https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177260,main,primary,2026년과학기술창업경진대회공고올해의k스타트업2026연구자리그연계,공공기관,20260416~20260513,행사ㆍ네트워크,행사ㆍ네트워크
kst,177259,지역창업특화지원,(재)대전정보문화산업진흥원에서는 ① (예비) 1인 창조기업 또는 ② 7년 이내 창업기업의 성장을 지원하기 위해 “2026년 대전 1인 창조기업 지원센터 제2차 입주기업 모집”을 다음과 같이 실시하오니 많은 관심과 지원 바랍니다.,시설/공간,공공기관,대전,"대학생,일반인,일반기업,1인 창조기업","기업,청년,초기창업기업","만 20세 이상 ~ 만 39세 이하,만 40세 이상",,,"① (예비) 1인 창조기업 또는 ② 7년 이내 창업기업
(중장년 기술창업기업 및 청년 창업기업 포함)

1인 창조기업 제외 업종",,"예비창업자,1년미만,2년미만,3년미만,5년미만,7년미만",시설ㆍ공간ㆍ보육,20260416,20260430,,,"온라인 접수: http://pms.dicia.or.kr
이메일 접수: None
팩스 접수: None
우편 접수: None
방문 접수: None
기타 접수: None",https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177259,main,primary,지역창업특화지원,공공기관,20260416~20260430,시설ㆍ공간ㆍ보육,시설ㆍ공간ㆍ보육
kst,177258,[전북ON프로젝트] 모두의 창업 도전을 위한 사전 교육,여러분의 상상속 아이디어를 전북이 함께 이뤄나가겠습니다,창업,공공기관,전국,"청소년,대학생,일반인,대학,연구기관,일반기업,1인 창조기업","기업,누구나,청년,초기창업기업","만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",,,모두의 창업 도전자 누구나,,"예비창업자,1년미만,2년미만,3년미만",창업교육,20260417,20260506,,,"온라인 접수: https://www.jbci.or.kr/
이메일 접수: None
팩스 접수: None
우편 접수: None
방문 접수: None
기타 접수: None",https://www.k-startup.go.kr/web/contents/bizpbanc-ongoing.do?schM=view&pbancSn=177258,main,primary,전북on프로젝트모두의창업도전을위한사전교육,공공기관,20260417~20260506,창업교육,창업교육
kst,177257,서초창업스테이션 운영 사업,"4월 1:1 전문 분야 컨설팅에서는 온라인 마케팅, 퍼포먼스 마케팅 등 마케팅 분야 및 스타트업 인사노무, 조직구성 등의 인사노무 분야의 컨설팅 참여자를 모집 중이니 많은 참여 바랍니다.",시설/공간,민간,전국,"대학생,일반인,대학,연구기관,일반기업,1인 창조기업","기업,청년,초기창업기업","만 20세 미만,만 20세 이상 ~ 만 39세 이하,만 40세 이상",,,서초창업스테이션 멤버십 회원인 (예비)창업자,,"예비창업자,1년미만,2년미만,3년미만,5년미만,7년미만,10년미만",시설ㆍ공간ㆍ보육,20260416,20260427,,,"온라인 접수: https://www.xn--2i4bieu3bszgvtc6wlunby2r.com/sub_program/operate_view.php?idx=41
이메일 접수: None
팩스 접수: None
우편 접수: None
방문 접수: None
기타 접수: None",https://www.k-startup.go.kr/web/contents/bizpbanc-deadline.do?schM=view&pbancSn=177257,main,primary,서초창업스테이션운영사업,민간,20260416~20260427,시설ㆍ공간ㆍ보육,시설ㆍ공간ㆍ보육
